id,state,year,totalPop,county,ir_cusfr,ir_irtot,ic_wfrto,ic_irtot,ig_cusfr,ig_irtot,li_wfrto,aq_wgwto,aq_wswto
Archuleta County1985,CO,1985,5.23,Archuleta County,140.74,75.51,,,,,1.36,1.6,3.68
Baca County2015,CO,2015,3.62,Baca County,44.57,72.77,125.24,72.77,0,0,0.51,0,0
Baca County2010,CO,2010,3.79,Baca County,140.74,86.52,96.81,86.52,,0,0.66,0,0
Baca County2005,CO,2005,4.07,Baca County,140.74,85.97,125.86,85.97,,0,1.36,1.6,3.68
Baca County2000,CO,2000,4.52,Baca County,140.74,78.13,,,,,1.36,1.6,3.68
Baca County1995,CO,1995,4.38,Baca County,48.54,67.81,,,,,1.36,1.6,3.68
Baca County1990,CO,1990,1.1,Baca County,140.74,75.51,,,,,1.36,1.6,3.68
Baca County1985,CO,1985,4.82,Baca County,140.74,75.51,,,,,1.36,1.6,3.68
Bent County2015,CO,2015,5.83,Bent County,50.64,46.64,167.81,46.59,0.1,0.05,0.26,0,0.09
Bent County2010,CO,2010,6.5,Bent County,140.74,65.31,149.65,65.26,,0.05,0.71,0,0.92
Bent County2005,CO,2005,5.56,Bent County,140.74,59.15,209.17,59.1,,0.05,1.36,1.6,3.68
Bent County2000,CO,2000,6,Bent County,140.74,58.52,,,,,1.36,1.6,3.68
Bent County1995,CO,1995,5.52,Bent County,179.14,63.28,,,,,1.36,1.6,3.68
Bent County1990,CO,1990,0.83,Bent County,140.74,75.51,,,,,1.36,1.6,3.68
Bent County1985,CO,1985,5.74,Bent County,140.74,75.51,,,,,1.36,1.6,3.68
Boulder County2015,CO,2015,319.37,Boulder County,30.1,29.59,102.23,28.25,1.73,1.34,0.17,0,11.17
Boulder County2010,CO,2010,294.57,Boulder County,140.74,48.2,143.95,46.86,,1.34,0.17,0.01,0
Boulder County2005,CO,2005,280.44,Boulder County,140.74,38.08,149.86,36.72,,1.36,1.36,1.6,3.68
Boulder County2000,CO,2000,291.29,Boulder County,140.74,33.94,,,,,1.36,1.6,3.68
Boulder County1995,CO,1995,253.85,Boulder County,52.52,32.63,,,,,1.36,1.6,3.68
Boulder County1990,CO,1990,0.36,Boulder County,140.74,75.51,,,,,1.36,1.6,3.68
Boulder County1985,CO,1985,210.64,Boulder County,140.74,75.51,,,,,1.36,1.6,3.68
Broomfield County2015,CO,2015,65.07,Broomfield County,0.62,0.84,1.16,0.41,0.62,0.43,0,0,0
Broomfield County2010,CO,2010,55.89,Broomfield County,140.74,1.59,1.16,1.1,,0.49,0,0,0
Broomfield County2005,CO,2005,43.48,Broomfield County,140.74,3.03,0,2.72,,0.31,1.36,1.6,3.68
Chaffee County2015,CO,2015,18.66,Chaffee County,12.38,15.25,115.05,15.15,0.1,0.1,0.1,0,20.51
Chaffee County2010,CO,2010,17.81,Chaffee County,140.74,11.43,80.37,11.33,,0.1,0.1,0.05,17.18
Chaffee County2005,CO,2005,16.97,Chaffee County,140.74,19.32,103.41,19.22,,0.1,1.36,1.6,3.68
Chaffee County2000,CO,2000,16.24,Chaffee County,140.74,22.07,,,,,1.36,1.6,3.68
Chaffee County1995,CO,1995,14.41,Chaffee County,21.85,14.96,,,,,1.36,1.6,3.68
Chaffee County1990,CO,1990,0.82,Chaffee County,140.74,75.51,,,,,1.36,1.6,3.68
Chaffee County1985,CO,1985,12.27,Chaffee County,140.74,75.51,,,,,1.36,1.6,3.68
Cheyenne County2015,CO,2015,1.83,Cheyenne County,16.41,25.92,29.24,25.87,0.08,0.05,0.22,0,0
Cheyenne County2010,CO,2010,1.84,Cheyenne County,140.74,25.19,32.56,25.14,,0.05,0.4,0.77,3.24
Cheyenne County2005,CO,2005,1.95,Cheyenne County,140.74,25.45,37.95,25.4,,0.05,1.36,1.6,3.68
Cheyenne County2000,CO,2000,2.23,Cheyenne County,140.74,25.69,,,,,1.36,1.6,3.68
Cheyenne County1995,CO,1995,2.31,Cheyenne County,21.58,18.4,,,,,1.36,1.6,3.68
Cheyenne County1990,CO,1990,0.41,Cheyenne County,140.74,75.51,,,,,1.36,1.6,3.68
Cheyenne County1985,CO,1985,2.47,Cheyenne County,140.74,75.51,,,,,1.36,1.6,3.68
Clear Creek County2015,CO,2015,9.3,Clear Creek County,0,0,0,0,0,0,0,0,0
Clear Creek County2010,CO,2010,9.09,Clear Creek County,140.74,0.02,0.17,0.02,,0,0,0,0
Clear Creek County2005,CO,2005,9.2,Clear Creek County,140.74,0,0.07,0,,0,1.36,1.6,3.68
Clear Creek County2000,CO,2000,9.32,Clear Creek County,140.74,0,,,,,1.36,1.6,3.68
Clear Creek County1995,CO,1995,8.74,Clear Creek County,0,0,,,,,1.36,1.6,3.68
Clear Creek County1990,CO,1990,0,Clear Creek County,140.74,75.51,,,,,1.36,1.6,3.68
Clear Creek County1985,CO,1985,7.73,Clear Creek County,140.74,75.51,,,,,1.36,1.6,3.68
Conejos County2015,CO,2015,8.13,Conejos County,100.94,118.45,293.97,118.45,0,0,0.36,5.57,6.69
Conejos County2010,CO,2010,8.26,Conejos County,140.74,122.48,366.53,122.48,,0,0.41,12.26,0
Conejos County2005,CO,2005,8.51,Conejos County,140.74,99.33,345.23,99.33,,0,1.36,1.6,3.68
Conejos County2000,CO,2000,8.4,Conejos County,140.74,110.54,,,,,1.36,1.6,3.68
Conejos County1995,CO,1995,7.81,Conejos County,262.5,110.69,,,,,1.36,1.6,3.68
Conejos County1990,CO,1990,0.59,Conejos County,140.74,75.51,,,,,1.36,1.6,3.68
Conejos County1985,CO,1985,8,Conejos County,140.74,75.51,,,,,1.36,1.6,3.68
Costilla County2015,CO,2015,3.58,Costilla County,22.21,44.77,92.85,44.77,0,0,0.09,0,0
Costilla County2010,CO,2010,3.52,Costilla County,140.74,49.02,135.15,49.02,,0,0.09,0.77,3.24
Costilla County2005,CO,2005,3.42,Costilla County,140.74,45.18,172.34,45.18,,0,1.36,1.6,3.68
Costilla County2000,CO,2000,3.66,Costilla County,140.74,54.6,,,,,1.36,1.6,3.68
Costilla County1995,CO,1995,3.38,Costilla County,65.74,38.6,,,,,1.36,1.6,3.68
Costilla County1990,CO,1990,5.36,Costilla County,140.74,75.51,,,,,1.36,1.6,3.68
Costilla County1985,CO,1985,3.39,Costilla County,140.74,75.51,,,,,1.36,1.6,3.68
Crowley County2015,CO,2015,5.56,Crowley County,4.02,7.16,11.87,7.16,0,0,0.98,0,0
Crowley County2010,CO,2010,5.82,Crowley County,140.74,17,11.87,17,,0,0.83,0,0
Crowley County2005,CO,2005,5.4,Crowley County,140.74,16.44,33.05,16.44,,0,1.36,1.6,3.68
Crowley County2000,CO,2000,5.52,Crowley County,140.74,20.81,,,,,1.36,1.6,3.68
Crowley County1995,CO,1995,4.3,Crowley County,29.66,12.81,,,,,1.36,1.6,3.68
Crowley County1990,CO,1990,1.15,Crowley County,140.74,75.51,,,,,1.36,1.6,3.68
Crowley County1985,CO,1985,3.26,Crowley County,140.74,75.51,,,,,1.36,1.6,3.68
Custer County2015,CO,2015,4.45,Custer County,23.78,25.58,34.77,25.52,0.01,0.06,0.08,0,0.04
Custer County2010,CO,2010,4.26,Custer County,140.74,21.14,26.74,21.08,,0.06,0.08,0,0
Custer County2005,CO,2005,3.86,Custer County,140.74,24.85,44.79,24.79,,0.06,1.36,1.6,3.68
Custer County2000,CO,2000,3.5,Custer County,140.74,18.3,,,,,1.36,1.6,3.68
Custer County1995,CO,1995,2.7,Custer County,19.15,16.63,,,,,1.36,1.6,3.68
Custer County1990,CO,1990,0.16,Custer County,140.74,75.51,,,,,1.36,1.6,3.68
Custer County1985,CO,1985,2.13,Custer County,140.74,75.51,,,,,1.36,1.6,3.68
Delta County2015,CO,2015,29.98,Delta County,87.24,77.41,340.86,77.21,0.38,0.2,0.51,0,11.19
Delta County2010,CO,2010,30.95,Delta County,140.74,82.91,345.56,82.73,,0.18,0.49,0,5.85
Delta County2005,CO,2005,29.95,Delta County,140.74,48.88,450.61,48.68,,0.2,1.36,1.6,3.68
Delta County2000,CO,2000,27.83,Delta County,140.74,72.2,,,,,1.36,1.6,3.68
Delta County1995,CO,1995,25.08,Delta County,176.59,82.44,,,,,1.36,1.6,3.68
Delta County1990,CO,1990,8.57,Delta County,140.74,75.51,,,,,1.36,1.6,3.68
Delta County1985,CO,1985,23.99,Delta County,140.74,75.51,,,,,1.36,1.6,3.68
Denver County2015,CO,2015,682.55,Denver County,1.67,2.4,0.45,0.89,1.42,1.51,0,0,0
Denver County2010,CO,2010,600.16,Denver County,140.74,1.02,0,0,,1.02,0,1.02,4.31
Denver County2005,CO,2005,557.92,Denver County,140.74,1.18,0,0,,1.18,1.36,1.6,3.68
Denver County2000,CO,2000,554.64,Denver County,140.74,0,,,,,1.36,1.6,3.68
Denver County1995,CO,1995,494.46,Denver County,0,0,,,,,1.36,1.6,3.68
Denver County1990,CO,1990,0,Denver County,140.74,75.51,,,,,1.36,1.6,3.68
Denver County1985,CO,1985,510.91,Denver County,140.74,75.51,,,,,1.36,1.6,3.68
Dolores County2015,CO,2015,1.98,Dolores County,3.67,8.14,4.16,8.14,0,0,0.03,0,0
Dolores County2010,CO,2010,2.06,Dolores County,140.74,8.56,5.1,8.56,,0,0.01,0,0
Dolores County2005,CO,2005,1.83,Dolores County,140.74,8.36,34.24,8.36,,0,1.36,1.6,3.68
Dolores County2000,CO,2000,1.84,Dolores County,140.74,13.06,,,,,1.36,1.6,3.68
Dolores County1995,CO,1995,1.59,Dolores County,11.57,7.9,,,,,1.36,1.6,3.68
Dolores County1990,CO,1990,0.08,Dolores County,140.74,75.51,,,,,1.36,1.6,3.68
Dolores County1985,CO,1985,1.58,Dolores County,140.74,75.51,,,,,1.36,1.6,3.68
Douglas County2015,CO,2015,322.39,Douglas County,3.35,2.72,9.58,0.89,2.06,1.83,0.16,0,0
Douglas County2010,CO,2010,285.47,Douglas County,140.74,4.08,13.87,2.23,,1.85,0.14,0,0
Douglas County2005,CO,2005,249.42,Douglas County,140.74,6,10.6,4.41,,1.59,1.36,1.6,3.68
Douglas County2000,CO,2000,175.77,Douglas County,140.74,5.62,,,,,1.36,1.6,3.68
Douglas County1995,CO,1995,99.58,Douglas County,6.62,5.37,,,,,1.36,1.6,3.68
Douglas County1990,CO,1990,0.14,Douglas County,140.74,75.51,,,,,1.36,1.6,3.68
Douglas County1985,CO,1985,36.76,Douglas County,140.74,75.51,,,,,1.36,1.6,3.68
Eagle County2015,CO,2015,53.61,Eagle County,17.97,20.9,129.17,18.74,1.25,2.16,0.09,0,1.48
Eagle County2010,CO,2010,52.2,Eagle County,140.74,18.53,123.55,16.61,,1.92,0.08,0,0
Eagle County2005,CO,2005,47.53,Eagle County,140.74,21.13,143.91,19.46,,1.67,1.36,1.6,3.68
Eagle County2000,CO,2000,41.66,Eagle County,140.74,18.01,,,,,1.36,1.6,3.68
Eagle County1995,CO,1995,28.84,Eagle County,24.61,21.59,,,,,1.36,1.6,3.68
Eagle County1990,CO,1990,0.34,Eagle County,140.74,75.51,,,,,1.36,1.6,3.68
Eagle County1985,CO,1985,18.26,Eagle County,140.74,75.51,,,,,1.36,1.6,3.68
Elbert County2015,CO,2015,24.74,Elbert County,3.96,6.48,14.92,6.43,0.06,0.05,0.26,0,0
Elbert County2010,CO,2010,23.09,Elbert County,140.74,8.57,10.55,8.52,,0.05,0.57,0,0
Elbert County2005,CO,2005,22.79,Elbert County,140.74,5.38,33.11,5.28,,0.1,1.36,1.6,3.68
Elbert County2000,CO,2000,19.87,Elbert County,140.74,13.39,,,,,1.36,1.6,3.68
Elbert County1995,CO,1995,14.56,Elbert County,18.33,13.51,,,,,1.36,1.6,3.68
Elbert County1990,CO,1990,0.75,Elbert County,140.74,75.51,,,,,1.36,1.6,3.68
Elbert County1985,CO,1985,8.49,Elbert County,140.74,75.51,,,,,1.36,1.6,3.68
El Paso County2015,CO,2015,674.47,El Paso County,8.41,12.05,6.4,9.92,2.58,2.13,0.23,0,0
El Paso County2010,CO,2010,622.26,El Paso County,140.74,7.2,28.55,4.6,,2.6,0.4,0,0
El Paso County2005,CO,2005,565.58,El Paso County,140.74,13.44,31.9,10.63,,2.81,1.36,1.6,3.68
El Paso County2000,CO,2000,516.93,El Paso County,140.74,8.3,,,,,1.36,1.6,3.68
El Paso County1995,CO,1995,465.8,El Paso County,14.15,11.29,,,,,1.36,1.6,3.68
El Paso County1990,CO,1990,0.65,El Paso County,140.74,75.51,,,,,1.36,1.6,3.68
El Paso County1985,CO,1985,368.75,El Paso County,140.74,75.51,,,,,1.36,1.6,3.68
Fremont County2015,CO,2015,46.69,Fremont County,9.33,13.51,95.01,13.27,0.37,0.24,0.28,0.01,0
Fremont County2010,CO,2010,46.82,Fremont County,140.74,15.61,116.21,15.31,,0.3,0.28,0,0
Fremont County2005,CO,2005,47.77,Fremont County,140.74,16.03,125.62,15.79,,0.24,1.36,1.6,3.68
Fremont County2000,CO,2000,46.15,Fremont County,140.74,22.49,,,,,1.36,1.6,3.68
Fremont County1995,CO,1995,39.79,Fremont County,47.69,12.64,,,,,1.36,1.6,3.68
Fremont County1990,CO,1990,0.23,Fremont County,140.74,75.51,,,,,1.36,1.6,3.68
Fremont County1985,CO,1985,30.3,Fremont County,140.74,75.51,,,,,1.36,1.6,3.68
Garfield County2015,CO,2015,58.1,Garfield County,60.16,56.22,232.43,55.59,0.73,0.63,0.28,0.19,17.81
Garfield County2010,CO,2010,56.39,Garfield County,140.74,44.47,240.08,43.83,,0.64,0.28,0.02,2.51
Garfield County2005,CO,2005,49.81,Garfield County,140.74,50.93,332.02,50.3,,0.63,1.36,1.6,3.68
Garfield County2000,CO,2000,43.79,Garfield County,140.74,43.54,,,,,1.36,1.6,3.68
Garfield County1995,CO,1995,35.34,Garfield County,109.09,63.19,,,,,1.36,1.6,3.68
Garfield County1990,CO,1990,11.3,Garfield County,140.74,75.51,,,,,1.36,1.6,3.68
Garfield County1985,CO,1985,25.15,Garfield County,140.74,75.51,,,,,1.36,1.6,3.68
Gilpin County2015,CO,2015,5.83,Gilpin County,0,0,0,0,0,0,0,0,0
Gilpin County2010,CO,2010,5.44,Gilpin County,140.74,0,0,0,,0,0,0.51,2.16
Gilpin County2005,CO,2005,4.93,Gilpin County,140.74,0,0,0,,0,1.36,1.6,3.68
Gilpin County2000,CO,2000,4.76,Gilpin County,140.74,0,,,,,1.36,1.6,3.68
Gilpin County1995,CO,1995,3.58,Gilpin County,0,0,,,,,1.36,1.6,3.68
Gilpin County1990,CO,1990,0,Gilpin County,140.74,75.51,,,,,1.36,1.6,3.68
Gilpin County1985,CO,1985,2.76,Gilpin County,140.74,75.51,,,,,1.36,1.6,3.68
Grand County2015,CO,2015,14.62,Grand County,37.13,44.11,182.83,43.69,0.41,0.42,0.17,0,38.82
Grand County2010,CO,2010,14.84,Grand County,140.74,41.3,183.6,40.98,,0.32,0.19,0,0
Grand County2005,CO,2005,13.21,Grand County,140.74,30.78,226.17,30.36,,0.42,1.36,1.6,3.68
Grand County2000,CO,2000,12.44,Grand County,140.74,27.41,,,,,1.36,1.6,3.68
Grand County1995,CO,1995,9.19,Grand County,40.74,47.88,,,,,1.36,1.6,3.68
Grand County1990,CO,1990,4.23,Grand County,140.74,75.51,,,,,1.36,1.6,3.68
Grand County1985,CO,1985,9.66,Grand County,140.74,75.51,,,,,1.36,1.6,3.68
Gunnison County2015,CO,2015,16.07,Gunnison County,58.37,57.95,520.24,57.77,0.19,0.18,0.23,2.84,6.06
Gunnison County2010,CO,2010,15.32,Gunnison County,140.74,56.79,553,56.61,,0.18,0.19,1.39,4.61
Gunnison County2005,CO,2005,14.23,Gunnison County,140.74,41.66,550.78,41.48,,0.18,1.36,1.6,3.68
Gunnison County2000,CO,2000,13.96,Gunnison County,140.74,46.76,,,,,1.36,1.6,3.68
Gunnison County1995,CO,1995,11.93,Gunnison County,69.1,61.88,,,,,1.36,1.6,3.68
Gunnison County1990,CO,1990,0.52,Gunnison County,140.74,75.51,,,,,1.36,1.6,3.68
Gunnison County1985,CO,1985,11.17,Gunnison County,140.74,75.51,,,,,1.36,1.6,3.68
Hinsdale County2015,CO,2015,0.77,Hinsdale County,11.94,5.88,20.45,5.88,0,0,0.02,0,8.5
Hinsdale County2010,CO,2010,0.84,Hinsdale County,140.74,6.1,26.97,6.1,,0,0,0.51,2.16
Hinsdale County2005,CO,2005,0.77,Hinsdale County,140.74,5.33,69.75,5.33,,0,1.36,1.6,3.68
Hinsdale County2000,CO,2000,0.79,Hinsdale County,140.74,2.44,,,,,1.36,1.6,3.68
Hinsdale County1995,CO,1995,0.65,Hinsdale County,4.94,5.57,,,,,1.36,1.6,3.68
Hinsdale County1990,CO,1990,0.2,Hinsdale County,140.74,75.51,,,,,1.36,1.6,3.68
Hinsdale County1985,CO,1985,0.41,Hinsdale County,140.74,75.51,,,,,1.36,1.6,3.68
Huerfano County2015,CO,2015,6.49,Huerfano County,9.03,12.74,37.77,12.62,0.17,0.12,0.06,0,0.25
Huerfano County2010,CO,2010,6.71,Huerfano County,140.74,16.44,34.94,16.32,,0.12,0.17,0,0
Huerfano County2005,CO,2005,7.77,Huerfano County,140.74,17.05,35.11,16.93,,0.12,1.36,1.6,3.68
Huerfano County2000,CO,2000,7.86,Huerfano County,140.74,15.77,,,,,1.36,1.6,3.68
Huerfano County1995,CO,1995,6.36,Huerfano County,41.47,19.6,,,,,1.36,1.6,3.68
Huerfano County1990,CO,1990,0.36,Huerfano County,140.74,75.51,,,,,1.36,1.6,3.68
Huerfano County1985,CO,1985,7.25,Huerfano County,140.74,75.51,,,,,1.36,1.6,3.68
Jackson County2015,CO,2015,1.36,Jackson County,63.93,90.39,340.4,90.39,0,0,0.14,0,2.15
Jackson County2010,CO,2010,1.39,Jackson County,140.74,112.27,347.13,112.27,,0,0.14,0,0
Jackson County2005,CO,2005,1.45,Jackson County,140.74,114.41,427.76,114.41,,0,1.36,1.6,3.68
Jackson County2000,CO,2000,1.58,Jackson County,140.74,104.37,,,,,1.36,1.6,3.68
Jackson County1995,CO,1995,1.54,Jackson County,138.33,85.53,,,,,1.36,1.6,3.68
Jackson County1990,CO,1990,3.16,Jackson County,140.74,75.51,,,,,1.36,1.6,3.68
Jackson County1985,CO,1985,1.64,Jackson County,140.74,75.51,,,,,1.36,1.6,3.68
Jefferson County2015,CO,2015,565.52,Jefferson County,2.89,3.31,18.55,1.47,1.03,1.84,0.06,0,0
Jefferson County2010,CO,2010,534.54,Jefferson County,140.74,5.21,10.65,2.41,,2.8,0.06,0,1.73
Jefferson County2005,CO,2005,526.8,Jefferson County,140.74,6.89,27.5,4.36,,2.53,1.36,1.6,3.68
Jefferson County2000,CO,2000,527.06,Jefferson County,140.74,7.14,,,,,1.36,1.6,3.68
Jefferson County1995,CO,1995,484.87,Jefferson County,3.84,2.42,,,,,1.36,1.6,3.68
Jefferson County1990,CO,1990,0.07,Jefferson County,140.74,75.51,,,,,1.36,1.6,3.68
Jefferson County1985,CO,1985,415.1,Jefferson County,140.74,75.51,,,,,1.36,1.6,3.68
Kiowa County2015,CO,2015,1.42,Kiowa County,1.63,4.85,1.6,4.8,0.09,0.05,0.1,0,0
Kiowa County2010,CO,2010,1.4,Kiowa County,140.74,4.68,4.79,4.63,,0.05,0.26,0,0
Kiowa County2005,CO,2005,1.42,Kiowa County,140.74,4.66,8.03,4.61,,0.05,1.36,1.6,3.68
Kiowa County2000,CO,2000,1.62,Kiowa County,140.74,8.75,,,,,1.36,1.6,3.68
Kiowa County1995,CO,1995,1.63,Kiowa County,8.27,5.4,,,,,1.36,1.6,3.68
Kiowa County1990,CO,1990,0.46,Kiowa County,140.74,75.51,,,,,1.36,1.6,3.68
Kiowa County1985,CO,1985,1.89,Kiowa County,140.74,75.51,,,,,1.36,1.6,3.68
Kit Carson County2015,CO,2015,7.76,Kit Carson County,92.94,133.69,110.87,133.68,0.01,0.01,1.66,0,0
Kit Carson County2010,CO,2010,8.27,Kit Carson County,140.74,157.72,126.49,157.71,,0.01,1.93,0,0
Kit Carson County2005,CO,2005,7.64,Kit Carson County,140.74,162.85,281,162.82,,0.03,1.36,1.6,3.68
Kit Carson County2000,CO,2000,8.01,Kit Carson County,140.74,147.61,,,,,1.36,1.6,3.68
Kit Carson County1995,CO,1995,7.3,Kit Carson County,145.07,150.89,,,,,1.36,1.6,3.68
Kit Carson County1990,CO,1990,1.82,Kit Carson County,140.74,75.51,,,,,1.36,1.6,3.68
Kit Carson County1985,CO,1985,7.79,Kit Carson County,140.74,75.51,,,,,1.36,1.6,3.68
Lake County2015,CO,2015,7.49,Lake County,1.58,2.16,13.99,2.14,0.01,0.02,0.01,3.29,0
Lake County2010,CO,2010,7.31,Lake County,140.74,1.47,11.45,1.45,,0.02,0,0.28,0
Lake County2005,CO,2005,7.74,Lake County,140.74,1.82,12.69,1.8,,0.02,1.36,1.6,3.68
Lake County2000,CO,2000,7.81,Lake County,140.74,34.06,,,,,1.36,1.6,3.68
Lake County1995,CO,1995,6.3,Lake County,3.19,6.42,,,,,1.36,1.6,3.68
Lake County1990,CO,1990,0,Lake County,140.74,75.51,,,,,1.36,1.6,3.68
Lake County1985,CO,1985,6.98,Lake County,140.74,75.51,,,,,1.36,1.6,3.68
La Plata County2015,CO,2015,54.69,La Plata County,72.69,75.51,321.82,75.02,0.3,0.49,0.32,0,2.44
La Plata County2010,CO,2010,51.33,La Plata County,140.74,72.5,320.86,72.09,,0.41,0.34,0,5.79
La Plata County2005,CO,2005,47.45,La Plata County,140.74,63.26,368.61,62.88,,0.38,1.36,1.6,3.68
La Plata County2000,CO,2000,43.94,La Plata County,140.74,40.06,,,,,1.36,1.6,3.68
La Plata County1995,CO,1995,38.31,La Plata County,132.96,94.32,,,,,1.36,1.6,3.68
La Plata County1990,CO,1990,10.7,La Plata County,140.74,75.51,,,,,1.36,1.6,3.68
La Plata County1985,CO,1985,30.84,La Plata County,140.74,75.51,,,,,1.36,1.6,3.68
Larimer County2015,CO,2015,333.58,Larimer County,44.75,54.14,117.27,52.67,0.89,1.47,0.82,0.66,6.55
Larimer County2010,CO,2010,299.63,Larimer County,140.74,85.75,361.9,84.1,,1.65,0.97,2.08,18.83
Larimer County2005,CO,2005,271.93,Larimer County,140.74,84.48,418.87,83.01,,1.47,1.36,1.6,3.68
Larimer County2000,CO,2000,251.49,Larimer County,140.74,81.47,,,,,1.36,1.6,3.68
Larimer County1995,CO,1995,217.22,Larimer County,102.04,75.19,,,,,1.36,1.6,3.68
Larimer County1990,CO,1990,1.27,Larimer County,140.74,75.51,,,,,1.36,1.6,3.68
Larimer County1985,CO,1985,170.28,Larimer County,140.74,75.51,,,,,1.36,1.6,3.68
Las Animas County2015,CO,2015,14.06,Las Animas County,18.68,21.2,21.09,21.17,0.05,0.03,0.53,0,0
Las Animas County2010,CO,2010,15.51,Las Animas County,140.74,21.18,66.74,21.05,,0.13,0.6,0,0
Las Animas County2005,CO,2005,15.45,Las Animas County,140.74,24.92,62.47,24.89,,0.03,1.36,1.6,3.68
Las Animas County2000,CO,2000,15.21,Las Animas County,140.74,23.37,,,,,1.36,1.6,3.68
Las Animas County1995,CO,1995,14.27,Las Animas County,52.05,27.16,,,,,1.36,1.6,3.68
Las Animas County1990,CO,1990,1.45,Las Animas County,140.74,75.51,,,,,1.36,1.6,3.68
Las Animas County1985,CO,1985,14.29,Las Animas County,140.74,75.51,,,,,1.36,1.6,3.68
Lincoln County2015,CO,2015,5.56,Lincoln County,1.56,7.03,4.43,6.98,0.05,0.05,0.48,0,0
Lincoln County2010,CO,2010,5.47,Lincoln County,140.74,4.72,3.34,4.67,,0.05,0.61,0,0
Lincoln County2005,CO,2005,5.62,Lincoln County,140.74,4.65,4.79,4.6,,0.05,1.36,1.6,3.68
Lincoln County2000,CO,2000,6.09,Lincoln County,140.74,7.22,,,,,1.36,1.6,3.68
Lincoln County1995,CO,1995,5.6,Lincoln County,10.1,7.9,,,,,1.36,1.6,3.68
Lincoln County1990,CO,1990,0.96,Lincoln County,140.74,75.51,,,,,1.36,1.6,3.68
Lincoln County1985,CO,1985,4.65,Lincoln County,140.74,75.51,,,,,1.36,1.6,3.68
Logan County2015,CO,2015,22.04,Logan County,116.99,102.53,142.72,102.42,0.18,0.11,2.43,0,0.33
Logan County2010,CO,2010,22.71,Logan County,140.74,112.38,157.38,112.27,,0.11,2.37,0,0.3
Logan County2005,CO,2005,20.72,Logan County,140.74,103.75,284.23,103.64,,0.11,1.36,1.6,3.68
Logan County2000,CO,2000,20.5,Logan County,140.74,118.89,,,,,1.36,1.6,3.68
Logan County1995,CO,1995,17.87,Logan County,163.02,108.44,,,,,1.36,1.6,3.68
Logan County1990,CO,1990,1.48,Logan County,140.74,75.51,,,,,1.36,1.6,3.68
Logan County1985,CO,1985,19.82,Logan County,140.74,75.51,,,,,1.36,1.6,3.68
Mesa County2015,CO,2015,148.51,Mesa County,107.58,87.25,755.23,86.36,1.78,0.89,0.33,0,73.26
Mesa County2010,CO,2010,146.72,Mesa County,140.74,82.26,740.65,81.49,,0.77,0.46,0,0
Mesa County2005,CO,2005,129.87,Mesa County,140.74,85.9,864.45,85.01,,0.89,1.36,1.6,3.68
Mesa County2000,CO,2000,116.26,Mesa County,140.74,89.72,,,,,1.36,1.6,3.68
Mesa County1995,CO,1995,106.55,Mesa County,174.16,102.7,,,,,1.36,1.6,3.68
Mesa County1990,CO,1990,4.93,Mesa County,140.74,75.51,,,,,1.36,1.6,3.68
Mesa County1985,CO,1985,88.58,Mesa County,140.74,75.51,,,,,1.36,1.6,3.68
Mineral County2015,CO,2015,0.73,Mineral County,3.21,1.46,7.02,1.46,0,0,0,0,0
Mineral County2010,CO,2010,0.71,Mineral County,140.74,1.53,15.61,1.53,,0,0,0.51,2.16
Mineral County2005,CO,2005,0.93,Mineral County,140.74,2.06,21.32,2.06,,0,1.36,1.6,3.68
Mineral County2000,CO,2000,0.83,Mineral County,140.74,0,,,,,1.36,1.6,3.68
Mineral County1995,CO,1995,0.63,Mineral County,0.72,0.99,,,,,1.36,1.6,3.68
Mineral County1990,CO,1990,1.47,Mineral County,140.74,75.51,,,,,1.36,1.6,3.68
Mineral County1985,CO,1985,0.8,Mineral County,140.74,75.51,,,,,1.36,1.6,3.68
Moffat County2015,CO,2015,12.94,Moffat County,18.23,30.16,120.73,30,0.19,0.16,0.45,0,2.82
Moffat County2010,CO,2010,13.8,Moffat County,140.74,26.89,151.09,26.73,,0.16,0.45,0,0.51
Moffat County2005,CO,2005,13.42,Moffat County,140.74,20.68,148.49,20.52,,0.16,1.36,1.6,3.68
Moffat County2000,CO,2000,13.18,Moffat County,140.74,36.37,,,,,1.36,1.6,3.68
Moffat County1995,CO,1995,12.14,Moffat County,45.16,34.14,,,,,1.36,1.6,3.68
Moffat County1990,CO,1990,0.87,Moffat County,140.74,75.51,,,,,1.36,1.6,3.68
Moffat County1985,CO,1985,12.61,Moffat County,140.74,75.51,,,,,1.36,1.6,3.68
Montezuma County2015,CO,2015,26.17,Montezuma County,75.77,73.25,184.77,73.2,0.08,0.05,0.31,0,1.77
Montezuma County2010,CO,2010,25.54,Montezuma County,140.74,71.25,245.1,71.15,,0.1,0.29,0,4.09
Montezuma County2005,CO,2005,24.78,Montezuma County,140.74,60.35,246.46,60.25,,0.1,1.36,1.6,3.68
Montezuma County2000,CO,2000,23.83,Montezuma County,140.74,56.33,,,,,1.36,1.6,3.68
Montezuma County1995,CO,1995,21.59,Montezuma County,117.93,70.54,,,,,1.36,1.6,3.68
Montezuma County1990,CO,1990,6.74,Montezuma County,140.74,75.51,,,,,1.36,1.6,3.68
Montezuma County1985,CO,1985,18.03,Montezuma County,140.74,75.51,,,,,1.36,1.6,3.68
